node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,landuse,leisure,tourism,sport,area
80645291,28.542844,-81.3788041,37,,North Orange Avenue,,11,,,,,,,
80646539,28.5443122,-81.3788169,131,,North Orange Avenue,,,,,,,,,
80646541,28.5442969,-81.379542,150,,North Orange Avenue,bank,,,,,,,,
80646545,28.5437655,-81.3793285,104,,North Orange Avenue,,,,,,,,,
80646557,28.5438076,-81.3787666,111,32801,North Orange Avenue,bank,,,,,,,,
80647630,28.5439911,-81.3794063,120,,North Orange Avenue,,,,,,,,,
80648738,28.5452062,-81.3794316,250,,North Orange Avenue,bank,,,,,,,,
80648742,28.5450916,-81.3786882,215,,North Orange Avenue,place_of_worship,,catholic,,,,,,
80651819,28.5469531,-81.378849,,,,,,,,,,,,
80651820,28.5467955,-81.3787823,355,,North Orange Avenue,bank,,,,,,,,
80651858,28.5465272,-81.3786931,351,,North Orange Avenue,,,,,,,,,
80651859,28.5463229,-81.3788143,327,,North Orange Avenue,,,,,,,,,
80651860,28.546445,-81.3788148,,,,,,,,,,,,
80651868,28.545879,-81.3787952,,,,,,,,,,,,
80651869,28.5461125,-81.3788238,317,,North Orange Avenue,,,,,,,,,
80653056,28.5499655,-81.3795344,500,,North Orange Avenue,,,,,,,,,
80653057,28.549809,-81.3805359,63,,Amelia Street,,,,,,,,,
80653058,28.5495527,-81.3801041,47,,Amelia Street,bar,,,,,,,,
80655194,28.5470957,-81.3795612,390,,North Orange Avenue,office,,,,,,,,
80655197,28.5467788,-81.3805054,,,,,,,,,,,,
80668821,28.541983,-81.3773197,100,,Central Boulevard,bar,,,,,,,,
80668822,28.541655,-81.3772484,25,,Magnolia Avenue,restaurant,,,,,,,,
80668823,28.541987,-81.3771698,,,,,,,,,,,,
80668826,28.5417676,-81.3772498,17,,Magnolia Avenue,,,,,,,,,
80668827,28.5418433,-81.3772508,7,,Magnolia Avenue,,,,,,,,,
80668830,28.5414405,-81.3772283,39,,Magnolia Avenue,,,,,,art_gallery,,,
80668831,28.5415038,-81.377258,37,,Magnolia Avenue,,,,,,,,,
80668843,28.5416082,-81.3778949,,,,,,,,,,,,
80668845,28.5414868,-81.3778935,,,,,,,,,,,,
80668846,28.541523,-81.377631,30,,Magnolia Avenue,,,,,,,,,
80668847,28.5419298,-81.3777538,50,,Central Boulevard,,,,,,,,,
80668848,28.5417315,-81.3777516,,,,,,,,,,,,
80668893,28.5415217,-81.3777756,63,,Pine Street,restaurant,,,,,,,,
80670107,28.5393909,-81.3770626,,,,,,,,,,,,
80670446,28.544412,-81.3778884,,,,,,,,,,,,
80670447,28.5437451,-81.3778946,,,,,,,,,,,,
80670451,28.5441423,-81.3772651,127,,Magnolia Avenue,,,,,,,,,
80670455,28.5444399,-81.377284,145,,Magnolia Avenue,,,,,,,,,
80670456,28.5441823,-81.377796,,,,,,,,,,,,
80670457,28.5441889,-81.3780948,,,,,,,,,,,,
80670458,28.5432321,-81.3771079,45,,Magnolia Avenue,,6,,,,,,,
80670459,28.5438716,-81.3771033,111,,Magnolia Avenue,,,,,,,,,
80670461,28.5442319,-81.3771156,135,,Magnolia Avenue,,,,,,,,,
80670768,28.5450451,-81.3769262,,,,,,,,,,,,
80670769,28.5454785,-81.3772594,100,,Robinson Street,,,,,,,,,
80670773,28.544952,-81.3772751,213,,Magnolia Avenue,,,,,,art_gallery,,,
80670775,28.545223,-81.3772535,,,,,,,,,,,,
80670776,28.54508,-81.3773166,219,,Magnolia Avenue,,,,,,,,,
80670777,28.5448042,-81.3772398,201,,Magnolia Avenue,public_building,,,,,,,,
80670778,28.545004,-81.3772498,217,,Magnolia Avenue,cafe,,,,,,,,
80670779,28.5451541,-81.3778815,50 E,32801,Robinson Street,church,,,,,,,,
80670780,28.5448977,-81.3772406,211,,Magnolia Avenue,,,,,,,,,
80671018,28.5464782,-81.3772761,319,,Magnolia Avenue,,,,,,,,,
80671019,28.5470904,-81.3777828,338,,Magnolia Avenue,,,,,,,,,
80671023,28.5460026,-81.3772362,105,,Robinson Street,,,,,,,,,
80671025,28.5467026,-81.3778065,326,,Magnolia Avenue,,,,,,,,,
